"gene_id","master_id","skel_code","skel_elem","year_pub","pub_abbr","doi","link","date_metho","date_BP","date_err","date_full","age_at_death","group","locality","pol_ent","lat","long","Pulldown.Strategy","suffices","data_type","no_lib","snps_1240k","snps_ho","mol_sex","ROH_tot","ROH_tot2","Y_hap","Y_hap2","Y.hap3","mtDNA_cov","mtDNA_hap","mtDNA_match","damage","sex_ratio","angsd","hapconx","lib_type","libs","endo","assess","assess_warn","mtDNA_hap_simp","y_hap_simp"
"2H11.SG","2H11","2H11_Ages_2_6343","tooth",2021,"SeguinOrlandoCurrBio2021","doi:10.1016/j.cub.2020.12.015","ENA:PRJEB41240","Direct: IntCal20",5162,75,"3351-3102 calBCE (4510±20 BP, UCAIMS-224908)",NA,"France_MontAime_MLN_oHG1.SG","Mont-Aimé-hypogée-2 (Grand Est Region, Marne Department, Épernay arrondissement)","France",48.858472,3.995887,"Native Pulldown on 3.2M snpset","SG","Shotgun.pulled.down.only.on.1240k.autosomal.targets.-.need.to.make.a.whole.genome.bam",12,1150014,579660,"M","48.095498","0","I-S21825","I2a1a1b",NA,"3475.88","J1c1","[0.978,1]",NA,NA,NA,"[0.005,0.005]","ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half","2H11_Ages_2_6343_U_i12_lr48,2H11_Ages_2_6343_U_i21_lr18,2H11_Ages_2_6343_U_i26_lr38,2H11_Ages_2_6343_U_i27_lr48,2H11_Ages_2_6343_U_i32_lr18,2H11_Ages_2_6343_U_i66_lr38,2H11_Ages_2_6343_U_i72_lr18,2H11_Ages_2_6343_U_i73_lr38,2H11_Ages_2_6343_U_i74_lr48,2H11_Ages_2_6343_U_i77_lr48,2H11_Ages_2_6343_U_i7_lr18,2H11_Ages_2_6343_U_i8_lr38",NA,"PASS","hapConX=[0.005,0.005]","J1c","I2a"
"2H17.SG","2H17","2H17_Ages_2_7212","tooth",2021,"SeguinOrlandoCurrBio2021","doi:10.1016/j.cub.2020.12.015","ENA:PRJEB41240","Direct: IntCal20",5157,85,"3338-3031 calBCE (4475±25 BP, UCAIMS-229436)",NA,"France_MontAime_MLN_father.or.son.2H10.SG","Mont-Aimé-hypogée-2 (Grand Est Region, Marne Department, Épernay arrondissement)","France",48.858472,3.995887,"Native Pulldown on 3.2M snpset","SG","Shotgun.pulled.down.only.on.1240k.autosomal.targets.-.need.to.make.a.whole.genome.bam",3,812032,407511,"M","7.0546","0","I-S23680","I2a1b1b",NA,"284.581","U5b1i","[0.931,0.931]",NA,NA,NA,"[0.002,0.005]","ds.half,ds.half,ds.half","2H17_Ages_2_7212_U_i16_lr14,2H17_Ages_2_7212_U_i57_lr29,2H17_Ages_2_7212_U_i62_lr44",NA,"PASS","mtcontam=[0.931,0.931], hapConX=[0.002,0.005]","U5b","I2a"
"2HC51961131.SG","2HC51961131","MA88HIIC5x196_AMIS_2_02471","bone (rib)",2021,"SeguinOrlandoCurrBio2021","doi:10.1016/j.cub.2020.12.015","ENA:PRJEB41240","Direct: IntCal20; R_combine",5161,76,"3357-3103 calBCE (4520±15 BP) [R_combine: (4515±20, UCAIMS-229437), (4525±20, UCAIMS-229438)]",NA,"France_MontAime_MLN.SG","Mont-Aimé-hypogée-2 (Grand Est Region, Marne Department, Épernay arrondissement)","France",48.858472,3.995887,"Native Pulldown on 3.2M snpset","SG","Shotgun.pulled.down.only.on.1240k.autosomal.targets.-.need.to.make.a.whole.genome.bam",6,546720,277116,"M","0","0","I-S23680","I2a1b1b",NA,"378.623","X2b","[0.878,0.893]",NA,NA,NA,"[0,0.005]","ds.half,ds.half,ds.half,ds.half,ds.half,ds.half","2HxC5x1131_AMIS_2_02472_U_i12_lr12,2HxC5x1131_AMIS_2_02472_U_i37_lr19,2HxC5x1131_AMIS_2_02472_U_i52_lr25,2HxC5x196_AMIS_2_02471_U_i32_lr18,2HxC5x196_AMIS_2_02471_U_i47_lr24,MA88HIIC5x196_AMIS_2_02471_U_i54_lr26",NA,"PASS","mtcontam=[0.878,0.893], hapConX=[0,0.005]","X2b","I2a"
"GBVPK.SG","GBVPK","GBVPK44_AMIS_2_02260","petrous",2021,"SeguinOrlandoCurrBio2021","doi:10.1016/j.cub.2020.12.015","ENA:PRJEB41240","Direct: IntCal20",4336,46,"2461-2299 calBCE (3890±15 BP, UCAIMS-223208)",NA,"France_LaClape_LN_EMBA_BellBeakerPossible.SG","Grotte-Basse-de-la-Vigne-Perdue (Occitanie Region, Aude Department, Narbonne arrondissement, La Clape)","France",43.14915,3.060582,"Native Pulldown on 3.2M snpset","SG","Shotgun.pulled.down.only.on.1240k.autosomal.targets.-.need.to.make.a.whole.genome.bam",3,716242,362796,"M","4.279506","0","R-S22763","R1b1a1b1a1a3a1",NA,"183.332","J2b1a","[0.971,0.992]",NA,NA,NA,"[0.002,0.007]","ds.half,ds.half,ds.half","GBVPK_AMIS_2_02260_U_i1_lr24,GBVPK_AMIS_2_02260_U_i47_lr24,GBVPK_AMIS_2_02260_U_i69_lr24",NA,"PASS",NA,"J2b","R1b"
"ROUQCC.SG","ROUQCC","ROUQCC94_AMIS_2_02268","petrous",2021,"SeguinOrlandoCurrBio2021","doi:10.1016/j.cub.2020.12.015","ENA:PRJEB41240","Direct: IntCal20",5346,64,"3495-3340 calBCE (4595±20 BP, UCAIMS-229423)",NA,"France_LaClape_LN_EMBA.SG","Grotte-du-Rouquet (Occitanie Region, Aude Department, Narbonne arrondissement, La Clape)","France",43.177669,3.062455,"Native Pulldown on 3.2M snpset","SG","Shotgun.pulled.down.only.on.1240k.autosomal.targets.-.need.to.make.a.whole.genome.bam",2,360378,181900,"M","11.209102","0","I-Y3259","I2a1b1",NA,"37.4292","T2c1d+152","[0.93,0.945]",NA,NA,NA,"[0,0.006]","ds.half,ds.half","ROUQCC_AMIS_2_02268_U_i63_lr35,ROUQCC_AMIS_2_02268_U_i74_lr45",NA,"PASS","mtcontam=[0.93,0.945], hapConX=[0,0.006]","T2c","I2a"
"ROUQFF.SG","ROUQFF","ROUQFF101_AMIS_2_02332","petrous",2021,"SeguinOrlandoCurrBio2021","doi:10.1016/j.cub.2020.12.015","ENA:PRJEB41240","Direct: IntCal20",5166,75,"3340-3096 calBCE (4490±20 BP, UCAIMS-229424)",NA,"France_LaClape_LN_EMBA.SG","Grotte-du-Rouquet (Occitanie Region, Aude Department, Narbonne arrondissement, La Clape)","France",43.177669,3.062455,"Native Pulldown on 3.2M snpset","SG","Shotgun.pulled.down.only.on.1240k.autosomal.targets.-.need.to.make.a.whole.genome.bam",2,554983,279572,"M","0","0","I-Y3104","I2a1a2",NA,"56.034","V","[0.946,0.985]",NA,NA,NA,"[0,0.006]","ds.half,ds.half","ROUQFF_AMIS_2_02332_U_i1_lr1,ROUQFF_AMIS_2_02332_U_i47_lr40",NA,"PASS",NA,"V","I2a"
"ROUQHH.SG","ROUQHH","ROUQHH105_AMIS_2_02334","petrous",2021,"SeguinOrlandoCurrBio2021","doi:10.1016/j.cub.2020.12.015","ENA:PRJEB41240","Direct: IntCal20",5163,74,"3346-3101 calBCE (4505±20 BP, UCAIMS-229425)",NA,"France_LaClape_LN_EMBA.SG","Grotte-du-Rouquet (Occitanie Region, Aude Department, Narbonne arrondissement, La Clape)","France",43.177669,3.062455,"Native Pulldown on 3.2M snpset","SG","Shotgun.pulled.down.only.on.1240k.autosomal.targets.-.need.to.make.a.whole.genome.bam",2,540208,273222,"M","0","0","I-S23680","I2a1b1b",NA,"82.5503","U2e1c1","[0.982,0.982]",NA,NA,NA,"[0.001,0.006]","ds.half,ds.half","ROUQHH_AMIS_2_02334_U_i3_lr3,ROUQHH_AMIS_2_02334_U_i71_lr42",NA,"PASS",NA,"U2e","I2a"
"ROUQW.SG","ROUQW","ROUQW77_AMIS_2_02336","petrous",2021,"SeguinOrlandoCurrBio2021","doi:10.1016/j.cub.2020.12.015","ENA:PRJEB41240","Direct: IntCal20",5165,77,"3356-3101 calBCE (4515±25 BP, UCAIMS-229422)",NA,"France_LaClape_LN_EMBA.SG","Grotte-du-Rouquet (Occitanie Region, Aude Department, Narbonne arrondissement, La Clape)","France",43.177669,3.062455,"Native Pulldown on 3.2M snpset","SG","Shotgun.pulled.down.only.on.1240k.autosomal.targets.-.need.to.make.a.whole.genome.bam",2,441616,223655,"M","13.520789","0","I-Y6098","I2a1b1b",NA,"47.1938","X2","[0.955,1]",NA,NA,NA,"[0,0.004]","ds.half,ds.half","ROUQW_AMIS_2_02336_U_i59_lr43,ROUQW_AMIS_2_02336_U_i5_lr5",NA,"PASS",NA,"X2","I2a"
"TORTD.SG","TORTD","TORTD19_AMIS_2_02253","petrous",2021,"SeguinOrlandoCurrBio2021","doi:10.1016/j.cub.2020.12.015","ENA:PRJEB41240","Direct: IntCal20",4973,73,"3261-2918 calBCE (4405±25 BP, UCAIMS-229427)",NA,"France_LaClape_LN_EBA_Veraza.SG","Grotte-des-Tortues (Occitanie Region, Aude Department, Narbonne arrondissement, La Clape)","France",43.149777,3.060539,"Native Pulldown on 3.2M snpset","SG","Shotgun.pulled.down.only.on.1240k.autosomal.targets.-.need.to.make.a.whole.genome.bam",4,190201,94662,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","I-Y6098","I2a1b1b",NA,"30.598","K1a2a","[0.984,0.984]",NA,NA,NA,NA,"ds.half,ds.half,ds.half,ds.half","TORTD_AMIS_2_02253_U_i16_lr14,TORTD_AMIS_2_02253_U_i10_lr10,TORTD_AMIS_2_02253_U_i38_lr20,TORTD_AMIS_2_02253_U_i6_lr6",NA,"PASS",NA,"K1a","I2a"
"shukaKaa.SG","ShukaKaa","Shuka Kaa","tooth (molar)",2017,"LindoPNAS2017","doi:10.1073/pnas.1620410114","SRA:PRJNA356890","Direct (WARNING MISSING LAB CODE): IntCal20",10366,75,"8550-8295 calBCE (9200±50 BP)",NA,"USA_AK_Prehistoric.SG","On Your Knees Cave (Alaska, Prince of Wales Island)","USA",56.333333,-133.59167,"Native Pulldown on 3.2M snpset","SG","Shotgun",8,26505,13855,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","Q-L53","Q1b1",NA,NA,"D4h3a ",NA,NA,NA,NA,"n/a (<2000 X SNPs)","half",NA,NA,"CRITICAL","popgen.unexpected","D4h","Q1b"
"Kolyma_River.SG","Kolyma1","Kolyma1","bone (long bone)",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct: IntCal20",9775,82,"7952-7658 calBCE (8770±27 BP, AAR-20354, UCIAMS-14768)",NA,"Russia_Kolyma_Mesolithic.SG","Duvanni-Yar (Sakha Republic, Nizhnekolymsky Ulus)","Russia",68.6,159.1,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,1149936,579603,"M","198.267787","46.500401","Q-F746","Q1a1",NA,NA,"G1b",NA,NA,NA,NA,"[0.008,0.009]","ds.minus",NA,NA,"PASS","hapConX=[0.008,0.009]","G1b","Q1a"
"NEO232.SG","I1526","NEO232","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct (WARNING NEEDS MARINE CALIBRATION IN IntCal20): IntCal13 by Thomas Harper (R_Combine)",4796,52,"2900-2706 calBCE (4227±17 BP) [R_Combine: (4259±38 BP, UBA-33762), (4215±25 BP, PSUAMS-3742), (4225±25 BP, PSUAMS-1963)]",NA,"Russia_UstBelaya_Angara.SG","Ust'-Belaya (Irkutsk Oblast, Usolskiy District, mouth of the Belaya River)","Russia",52.916944,103.657222,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,801593,405182,"M","98.990227","0","Q-L53","Q1b1",NA,NA,"C4a1a3",NA,NA,NA,NA,"[0.001,0.005]","ds.minus",NA,NA,"PASS",NA,"C4a","Q1b"
"NEO239.SG","NEO239","NEO239","petrous",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct: IntCal20",7543,47,"5707-5483 calBCE (6678±48 BP, UBA-33767)",NA,"Russia_DevilsCave_N.SG","Devil's-Gate-Cave (Primorsky Krai, Dalnegorsk municipality, Dalnegorsk Village)","Russia",44.55,135.583333,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,136251,74102,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-L1373","C2a",NA,NA,"D4m",NA,NA,NA,NA,"[0.007,0.048]","ds.minus",NA,NA,"PASS","hapConX=[0.007,0.048]","D4m","C2a"
"NEO241.SG","NEO241","NEO241","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct: IntCal20",1949,49,"101 calBCE - 117 calCE (2014±35 BP, UBA-34049)",NA,"Russia_Ekven_OldBeringSea.SG","Ekven (Chukotka Autonomous Okrug, Chukotsky District)","Russia",66.121383,-170.46034,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,279720,141424,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","Q-YP1500","Q1a1b",NA,NA,"D4b1a2a1",NA,NA,NA,NA,"[0,0.011]","ds.minus",NA,NA,"PASS",NA,"D4b","Q1a"
"NEO242.SG","NEO242","NEO242","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct: IntCal20",1757,40,"122-303 calCE (1846±28 BP, UBA-34050)",NA,"Russia_Ekven_OldBeringSea.SG","Ekven (Chukotka Autonomous Okrug, Chukotsky District)","Russia",66.121383,-170.46034,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,198421,100803,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","Q-M3","Q1b1a1a",NA,NA,"A2a",NA,NA,NA,NA,"[0,0.005]","ds.minus",NA,NA,"PASS",NA,"A2a","Q1b"
"NEO243.SG","NEO243","NEO243","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct: IntCal20",2209,69,"376-119 calBCE (2186±35 BP, UBA-34051)",NA,"Russia_Ekven_OldBeringSea.SG","Ekven (Chukotka Autonomous Okrug, Chukotsky District)","Russia",66.121383,-170.46034,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,63785,32973,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","Q-L472","Q",NA,NA,"A2a2",NA,NA,NA,NA,"n/a (<2000 X SNPs)","ds.minus",NA,NA,"PASS",NA,"A2a","Q"
"NEO246.SG","I7343","Mos92 (Specimen 167, 189)","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct (WARNING NEED R_combine, NEED TO MARINE CALIBRATE IN IntCal20): IntCal13 manual calibration by Thomas Harper; include new date of 236-392 calCE (1733±34 BP, UBA-34054) after performing marine calibration",860,69,"970-1210 calCE (1760±15 BP, PSUAMS-5476)",NA,"Russia_Ekven_OldBeringSea.SG","Ekven (Chukotka Autonomous Okrug, Chukotsky District)","Russia",66.121383,-170.46034,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,332736,170947,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","Q-Y10781","Q1b1a1a",NA,NA,"A2b1",NA,NA,NA,NA,"[0.001,0.013]","ds.minus",NA,NA,"PASS",NA,"A2b","Q1b"
"NEO247.SG","I7339","Mos88 (Specimen 18, 160)","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct (WARNING NEED R_combine, NEED TO MARINE CALIBRATE IN IntCal20): IntCal13 manual calibration by Thomas Harper; include new date of 36 calBCE - 124 calCE (1952±29 BP, UBA-34055) after performing marine calibration",1085,101,"690-1040 calCE (1950±20 BP, PSUAMS-3737)",NA,"Russia_Ekven_OldBeringSea.SG","Ekven (Chukotka Autonomous Okrug, Chukotsky District)","Russia",66.121383,-170.46034,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,747995,389497,"M","93.025909","0","Q-Y4303","Q1b1a1a",NA,NA,"D4b1a2a1",NA,NA,NA,NA,"[0,0.004]","ds.minus",NA,NA,"PASS",NA,"D4b","Q1b"
"NEO248.SG","I7342","Mos91 (Specimen 10, 156)","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct (WARNING NEEDS FWRE CORRECTION): IntCal20",2062,79,"348 calBCE - 24 calCE (2091±47 BP, UBA-34056)",NA,"Russia_Ekven_OldBeringSea.SG","Ekven (Chukotka Autonomous Okrug, Chukotsky District)","Russia",66.121383,-170.46034,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,696033,366571,"M","127.566401","24.921799","Q-Z36017","Q1a1b",NA,NA,"A2a",NA,NA,NA,NA,"[0.008,0.016]","ds.minus",NA,NA,"PASS","hapConX=[0.008,0.016]","A2a","Q1a"
"NEO249.SG","I7341","Mos90 (Specimen 9, 155) | Mos91 [(MDE, FR15120076) | (WTR, FR15120026)]","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct (WARNING NEED R_COMBINE, NEED TO MARINE CALIBRATE IN IntCal20): IntCal13 manual calibration by Thomas Harper; include new dates of 99 calBCE - 72 calCE (2007±35 BP, UBA-34057), 348 calBCE - 24 calCE (2091±47 BP, UBA-34056) after performing marine calibration",1100,81,"710-990 calCE (1985±20 BP, PSUAMS-5475)",NA,"Russia_Ekven_OldBeringSea.SG","Ekven (Chukotka Autonomous Okrug, Chukotsky District)","Russia",66.121383,-170.46034,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,944877,488607,"M","92.516893","0","C-F3918","C2a1a1",NA,NA,"A2a1",NA,NA,NA,NA,"[0.001,0.004]","ds.minus",NA,NA,"PASS",NA,"A2a","C2a"
"NEO250.SG","NEO250","NEO250","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct: IntCal20",2142,87,"354-51 calBCE (2145±36 BP, UBA-34058)",NA,"Russia_Ekven_OldBeringSea.SG","Ekven (Chukotka Autonomous Okrug, Chukotsky District)","Russia",66.121383,-170.46034,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,297698,155254,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","Q-YP1500","Q1a1b",NA,NA,"A2b1",NA,NA,NA,NA,"[0,0.01]","ds.minus",NA,NA,"PASS",NA,"A2b","Q1a"
"NEO253.SG","NEO253","NEO253","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct: IntCal20",1721,55,"125-330 calCE (1822±35 BP, UBA-34061)",NA,"Russia_Ekven_OldBeringSea.SG","Ekven (Chukotka Autonomous Okrug, Chukotsky District)","Russia",66.121383,-170.46034,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,87714,45357,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","C-Y165510","C2a1",NA,NA,"A2b1",NA,NA,NA,NA,"n/a (<2000 X SNPs)","ds.minus",NA,NA,"PASS",NA,"A2b","C2a"
"Yana2.SG","Yana2","Yana2","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Context: There are 28 radiocarbon dates on the layer tightly constrained in time. The closest samples to the human teeth have dates of (28060±180 BP, Beta-271412) on bone with an embedded fragment of ivory artefact, and (27850±150 BP, Beta-230442) on plant remains. As these two radiocarbon ages statistically overlap (by chi-square test), we follow the Sikora et al. Nature 2019 paper in using R_combine of 27940±115 BP. This is 30233-29582 BCE calibrated as IntCal20",31850,202,"30250-29550 BCE",NA,"Russia_Yana_UP.SG","Yana-River (Sakha Republic, Ust-Yansky Ulus)","Russia",70.72,135.42,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,1146978,578575,"M","61.064515","0","P-P284","P1~",NA,NA,"U2'3'4'7'8'9",NA,NA,NA,NA,"[0.006,0.008]","ds.minus",NA,NA,"PASS","hapConX=[0.006,0.008]","U2'","P1~"
"Yana1.SG","Yana1","Yana1","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Context: There are 28 radiocarbon dates on the layer tightly constrained in time. The closest samples to the human teeth have dates of (28060±180 BP, Beta-271412) on bone with an embedded fragment of ivory artefact, and (27850±150 BP, Beta-230442) on plant remains. As these two radiocarbon ages statistically overlap (by chi-square test), we follow the Sikora et al. Nature 2019 paper in using R_combine of 27940±115 BP. This is 30233-29582 BCE calibrated as IntCal20",31850,202,"30250-29550 BCE",NA,"Russia_Yana_UP.SG","Yana-River (Sakha Republic, Ust-Yansky Ulus)","Russia",70.72,135.42,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,1150118,579655,"M","118.705315","0","P","P",NA,NA,"U2'3'4'7'8'9",NA,NA,NA,NA,"[0.012,0.013]","ds.minus",NA,NA,"QUESTIONABLE","hapConX=[0.012,0.013]","U2'","P"
"Yana_Young.SG","Yana_young","Yana_young","tooth",2019,"SikoraNature2019","doi:10.1038/s41586-019-1279-z","ENA:PRJEB29700 & ENA:PRJEB26336","Direct: IntCal20",761,37,"1053-1259 calCE (862±26 BP, Ox-A-32884)",NA,"Russia_Yana_Medieval.SG","Yana-River (Sakha Republic, Ust-Yansky Ulus)","Russia",70.72,135.42,"Native Pulldown on 3.2M snpset","SG","Shotgun",NA,994004,508682,"M","93.964801","22.627199","N-M1991","N1a1a1a1a4a1",NA,NA,"D4o2a",NA,NA,NA,NA,"[0.004,0.008]","ds.minus",NA,NA,"PASS",NA,"D4o","N1a"
"MS060.SG","MS060","UE2298","tooth",2021,"SilvaRichardsSciRep2021","doi:10.1038/s41598-021-95996-3","ENA:PRJEB47085","Context: Archaeological",800,87,"1000-1300 CE","~25 yrs","Spain_Segorbe_Medieval_Islamic.SG","Segorbe Islamic Necropolis (Valencian Community, Castellón, Segorbe)","Spain",39.84,-0.48,"Native Pulldown on 3.2M snpset","SG","Shotgun",4,96392,50855,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","E-M310","E1b1b1b1",NA,"31.978","U6a1a1a",NA,NA,NA,NA,"[0.031,0.115]","plus,plus,plus,minus","M38,M38-1,M38-2,M38-3",NA,"CRITICAL","hapConX=[0.031,0.115]","U6a","E1b"
"ALA002.AG","ALA002","45.71, Locus 03-3017, Pail 246, Skeleton S04-8","petrous",2020,"SkourtaniotiCell2020","doi:10.1016/j.cell.2020.04.044","ENA:PRJEB37213","Direct: IntCal20",3388,31,"1499-1398 calBCE (3158±22 BP, MAMS-33676)",NA,"Turkey_Hatay_Alalakh_MLBA.AG","Atchana-Alalakh (Hatay, Reyhanlı)","Turkey",36.23778,36.38472,"Native Pulldown on 3.2M snpset","AG","1240k",1,719699,382342,"M","0","0","J-FGC4745","J1a2a1a2d2b2b2c3~",NA,NA,"N1a3a2","[0.96,1]","0.14",NA,"[0.006,0.014]","[0.01,0.016]","ds.half",NA,"0.01199","QUESTIONABLE","ANGSD=[0.006,0.014], hapConX=[0.01,0.016]","N1a","J1a"
"ALA004.AG","ALA004","45.72, Locus 03-3002","petrous",2020,"SkourtaniotiCell2020","doi:10.1016/j.cell.2020.04.044","ENA:PRJEB37213","Direct: IntCal20",3773,42,"1896-1746 calBCE (3507±23 BP, MAMS-33677)",NA,"Turkey_Hatay_Alalakh_MLBA.AG","Atchana-Alalakh (Hatay, Reyhanlı)","Turkey",36.23778,36.38472,"Native Pulldown on 3.2M snpset","AG","1240k",1,696603,371407,"M","0","0","J-Y6240","J2a1a1a2b2",NA,NA,"X2e2a","[0.96,1]","0.16",NA,"[0.005,0.013]","[0.007,0.012]","ds.half",NA,"0.04525","PASS","ANGSD=[0.005,0.013], hapConX=[0.007,0.012]","X2e","J2a"
"ALA008.AG","ALA008","45.44, Locus 133, AT 17652","petrous",2020,"SkourtaniotiCell2020","doi:10.1016/j.cell.2020.04.044","ENA:PRJEB37213","Direct: IntCal20",3752,49,"1881-1698 calBCE (3473±23 BP, MAMS-33678)",NA,"Turkey_Hatay_Alalakh_MLBA.AG","Atchana-Alalakh (Hatay, Reyhanlı)","Turkey",36.23778,36.38472,"Native Pulldown on 3.2M snpset","AG","1240k",1,722668,385496,"M","0","0","H-P96","H",NA,NA,"H6a1b","[0.96,1]","0.15",NA,"[0.009,0.017]","[0.009,0.015]","ds.half",NA,"0.07935","PASS","ANGSD=[0.009,0.017], hapConX=[0.009,0.015]","H6a","H"
"ALA011.AG","ALA011","45.44, Locus 146, AT 18960","petrous",2020,"SkourtaniotiCell2020","doi:10.1016/j.cell.2020.04.044","ENA:PRJEB37213","Direct: IntCal20",3620,39,"1743-1614 calBCE (3382±23 BP, MAMS-33680)",NA,"Turkey_Hatay_Alalakh_MLBA_brother.ALA123.AG","Atchana-Alalakh (Hatay, Reyhanlı)","Turkey",36.23778,36.38472,"Native Pulldown on 3.2M snpset","AG","1240k",1,698718,373156,"M","0","0","J-Y3020","J2a1a1a2b2a3b~",NA,NA,"X2d","[0.94,0.98]","0.13",NA,"[0.005,0.013]","[0.003,0.007]","ds.half",NA,"0.04602","PASS","ANGSD=[0.005,0.013], hapConX=[0.003,0.007], mtcontam=[0.94,0.98]","X2d","J2a"
"ALA018.AG","ALA018","42.29, 44, L. 237, AT 019127","petrous",2020,"SkourtaniotiCell2020","doi:10.1016/j.cell.2020.04.044","ENA:PRJEB37213","Direct: IntCal20",3382,38,"1499-1323 calBCE (3154±26 BP, MAMS-33686)",NA,"Turkey_Hatay_Alalakh_MLBA.AG","Atchana-Alalakh (Hatay, Reyhanlı)","Turkey",36.23778,36.38472,"Native Pulldown on 3.2M snpset","AG","1240k",1,690167,363779,"M","0","0","J-Z2317","J1a2a1a2d2b2b2~",NA,NA,"HV1b3b","[0.96,1]","0.13",NA,"[0.009,0.021]","[0.008,0.015]","ds.half",NA,"0.00992","PASS","ANGSD=[0.009,0.021], hapConX=[0.008,0.015]","HV1","J1a"
"ALA026.AG","ALA026","45.44, Locus 70, AT 6931","petrous",2020,"SkourtaniotiCell2020","doi:10.1016/j.cell.2020.04.044","ENA:PRJEB37213","Direct: IntCal20",3627,42,"1746-1616 calBCE (3390±25 BP, MAMS-33692)",NA,"Turkey_Hatay_Alalakh_MLBA.AG","Atchana-Alalakh (Hatay, Reyhanlı)","Turkey",36.23778,36.38472,"Native Pulldown on 3.2M snpset","AG","1240k",1,918081,486457,"M","0","0","J-Z1884","J1a2a1a2d2b2b2~",NA,NA,"T1a","[0.96,1]","0.12",NA,"[0.008,0.012]","[0.008,0.011]","ds.half",NA,"0.18004","PASS","ANGSD=[0.008,0.012], hapConX=[0.008,0.011]","T1a","J1a"
"ALA035.AG","ALA035","45.45, Locus 7, AT 7940","petrous",2020,"SkourtaniotiCell2020","doi:10.1016/j.cell.2020.04.044","ENA:PRJEB37213","Direct: IntCal20",3820,53,"1954-1772 calBCE (3543±24 BP, MAMS-33697)",NA,"Turkey_Hatay_Alalakh_MLBA.AG","Atchana-Alalakh (Hatay, Reyhanlı)","Turkey",36.23778,36.38472,"Native Pulldown on 3.2M snpset","AG","1240k",1,232900,122441,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","J-Z2317","J1a2a1a2d2b2b2~",NA,NA,"H20a","[0.96,1]","0.16",NA,"[0,0.024]","[0.003,0.024]","ds.half",NA,"0.00298","PASS",NA,"H20","J1a"
